PlayerId,MLBAMID,Name,Team,Name,Team,Throws,Age,G,IP,AVG,wOBA,WHIP,BABIP,ERA,xERA,FIP,xFIP,SIERA,HLD,SV,pLI,gmLI,Clutch,K/9,BB/9,K%,BB%,K-BB%,Soft%,Med%,HardHit%,Barrel%,CSW%,Stuff+,Location+,Pitching+,Fantasy,WAR,$,NameASCII,PlayerId,MLBAMID
23592,676969,Brett de Geus,- - -,Brett de Geus,- - -,R,26,13,11.1,0.3111111111,,1.588235606,0.3684210526,7.147060227,4.91,3.784126958,4.584602154,4.190140323,0,0,0.626731033,0.6236307759,-0.2467235489,5.558824621,3.176471212,0.13461538,0.07692308,0.05769231,0.13157895,0.55263158,0.34210526,0.02631579,0.26804124,99.14903497,102.8767265,106.8943756,,0.0489116743,,Brett de Geus,23592,676969
17968,656271,Brock Burke,- - -,Brock Burke,- - -,L,27,33,33,0.2615384615,,1.515151822,0.3488372093,5.18181923,,3.954358726,3.753154206,3.555255017,1,0,0.7756186511,0.9097575934,0.04599594945,10.90909312,4.363637246,0.27027027,0.10810811,0.16216216,0.17777778,0.5,0.41111111,0.04444444,0.29250457,102.8899817,98.56146252,101.026362,,0.3489424288,,Brock Burke,17968,656271
16727,592779,Brock Stewart,MIN,Brock Stewart,MIN,R,32,16,15.2,0.2542372881,,1.468085255,0.3513513514,5.17021329,4.08,3.804777715,3.496359664,3.466508106,7,0,1.21340847,1.322000027,0.4894538893,11.48936287,4.595745147,0.29850746,0.11940299,0.17910448,0.20512821,0.43589744,0.58974359,0.02564103,0.29104478,115.8297398,89.35152416,104.6102602,,0.09450653195,,Brock Stewart,16727,592779
16609,650556,Bryan Abreu,HOU,Bryan Abreu,HOU,R,27,78,78.1,0.2055749129,,1.161702203,0.2857142857,3.102127861,3.29,3.485628735,3.478283806,3.008319194,38,1,1.543389082,1.449723125,0.7621993465,11.83404332,3.676595983,0.31692308,0.09846154,0.21846154,0.125,0.55978261,0.375,0.08695652,0.32795699,108.9887211,91.5168567,101.0190909,,0.8530817032,,Bryan Abreu,16609,650556
19804,641329,Bryan Baker,BAL,Bryan Baker,BAL,R,29,19,23.1,0.2325581395,,1.157143015,0.2833333333,5.014286397,3.59,3.76647986,3.779860657,3.475313206,3,0,0.5258927941,0.6172420979,0.4188540578,8.87142978,2.700000368,0.24731183,0.07526882,0.17204301,0.17460317,0.44444444,0.47619048,0.0952381,0.26684636,102.2066484,100.0047253,105.5175275,,0.1446566284,,Bryan Baker,19804,641329
26304,663773,Bryan Hoeing,- - -,Bryan Hoeing,- - -,R,27,32,47.2,0.1796407186,,0.8811190339,0.2142857143,1.510489772,,3.145500754,3.46925541,3.540957488,4,0,0.8449036629,0.9697187394,-0.02936959804,7.174826419,2.265734659,0.2122905,0.06703911,0.1452514,0.12403101,0.53488372,0.47286822,0.06976744,0.29080119,98.29771513,103.5047181,102.3229674,,0.557682246,,Bryan Hoeing,26304,663773
19924,663542,Bryan Hudson,MIL,Bryan Hudson,MIL,L,27,43,62.1,0.1327014218,,0.7219251926,0.1478873239,1.732620462,3.01,3.599634894,3.595151006,3.219562987,14,0,1.233862519,1.495813966,0.4554242341,8.951872388,2.454545655,0.26839827,0.07359307,0.1948052,0.20945946,0.5472973,0.36241611,0.06711409,0.28310011,99.86728061,103.1309859,99.12613218,,0.7465882301,,Bryan Hudson,19924,663542
25890,687911,Bryan King,HOU,Bryan King,HOU,L,27,28,26.1,0.2083333333,,1.139240809,0.3015873016,2.392405699,3.17,2.710783455,3.537727725,3.144547453,0,0,0.7067596316,0.633328557,-0.3411815955,10.93671177,3.417722427,0.29357798,0.09174312,0.20183486,0.25,0.546875,0.34375,0.03125,0.27884615,100.8191807,98.49286747,101.5606747,,0.4053011537,,Bryan King,25890,687911
20462,676614,Bryan Sammons,DET,Bryan Sammons,DET,L,29,6,27.1,0.170212766,,0.9146341889,0.1428571429,3.621951388,4.46,5.800626242,5.491567204,5.238999049,0,0,0.8583792448,1.005366683,0.4136609973,5.926829544,2.963414772,0.17307692,0.08653846,0.08653846,0.18421053,0.53947368,0.31578947,0.09210526,0.28074866,99.31465241,87.85588235,84.0128877,,-0.3903427422,,Bryan Sammons,20462,676614
27477,686826,Bryce Jarvis,ARI,Bryce Jarvis,ARI,R,26,44,59.1,0.2363636364,,1.432584392,0.2613636364,3.185393531,5.42,5.121536126,5.514309697,5.335932377,4,0,0.7800552845,0.6593999863,0.8511960906,5.764045438,5.005618407,0.14728682,0.12790698,0.01937985,0.08791209,0.54395604,0.4010989,0.07142857,0.24007937,94.78424303,90.74131474,84.73386454,,-0.5890848041,,Bryce Jarvis,27477,686826
19990,669060,Bryse Wilson,MIL,Bryse Wilson,MIL,R,26,25,63,0.256097561,,1.158730229,0.2747252747,3.571428788,,4.706162411,4.015633762,3.713272388,0,0,0.7689961791,0.7840160131,0.3116846168,7.285714727,1.428571515,0.19921875,0.0390625,0.16015625,0.18974359,0.47179487,0.41538462,0.1025641,0.25608466,100.947508,106.3520467,104.2926829,,-0.06427401304,,Bryse Wilson,19990,669060
14814,571656,Buck Farmer,CIN,Buck Farmer,CIN,R,33,60,69,0.2178988327,,1.231884194,0.2692307692,3.130435129,,4.079523358,4.491822883,3.971653777,1,1,0.6500109434,0.7223299742,-0.1984505545,8.869566198,3.782609114,0.23208191,0.09897611,0.1331058,0.18518519,0.53439153,0.35978836,0.08465608,0.28409091,98.94614035,99.70614035,97.6717193,,0.4555650353,,Buck Farmer,14814,571656
